"filename", "language", "JSON", "TypeScript", "XML", "TypeScript JSX", "Prisma", "Markdown", "CSV", "MS SQL", "JavaScript", "JSON with Comments", "Dotenv", "CSS", "comment", "blank", "total"
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/services/games/game-map-service/game-map.service.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/services/games/game-read-service/game-read.service.ts", "TypeScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 6
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/services/games/game-write-service/game-write.service.ts", "TypeScript", 0, -6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -8
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/services/genres/genres/genres-read-service/genre-read.service.ts", "TypeScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/services/keywords/game-keywords/game-keywords-read-service/game-keywords-read.service.ts", "TypeScript", 0, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -6
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/services/keywords/keywords/keywords-map-service/keywords-map.service.ts", "TypeScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/services/keywords/keywords/keywords-read-service/keyword-read.service.ts", "TypeScript", 0, -12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -16
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/services/keywords/keywords/keywords-read-service/keywords-read.service.ts", "TypeScript", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 52
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/services/keywords/keywords/keywords-write-service/keyword-write.service.ts", "TypeScript", 0, -40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -15, -55
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/services/keywords/keywords/keywords-write-service/keywords-write.service.ts", "TypeScript", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 55
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/services/platforms/platform-type/platform-type-read-service/platform-type-read.service.ts", "TypeScript", 0, -12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -16
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/services/platforms/platform-type/platform-type-write-service/platform-type-write.service.ts", "TypeScript", 0, -41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -15, -56
