"filename", "language", "JSON", "JSON with Comments", "JavaScript", "TypeScript", "Prisma", "MS SQL", "comment", "blank", "total"
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/controllers/games/game-read-controller/game-read.controller.ts", "TypeScript", 0, 0, 0, 73, 0, 0, 0, 8, 81
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/controllers/genres/genres-read-controller/genres-read.controller.ts", "TypeScript", 0, 0, 0, 27, 0, 0, 0, 4, 31
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/controllers/keywords/keywords-read-controller/keywords-read.controller.ts", "TypeScript", 0, 0, 0, 39, 0, 0, 0, 4, 43
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 2, 4
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/company/company-create.dto.ts", "TypeScript", 0, 0, 0, 45, 0, 0, 0, 8, 53
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/company/company-update.dto.ts", "TypeScript", 0, 0, 0, 30, 0, 0, 0, 7, 37
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/company/index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 2, 4
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/covers/cover-create.dto.ts", "TypeScript", 0, 0, 0, 53, 0, 0, 0, 7, 60
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/covers/cover-update.dto.ts", "TypeScript", 0, 0, 0, 36, 0, 0, 0, 6, 42
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/covers/index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 2, 4
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game-company/game-company-create.dto.ts", "TypeScript", 0, 0, 0, 46, 0, 0, 0, 9, 55
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game-company/game-company-update.dto.ts", "TypeScript", 0, 0, 0, 28, 0, 0, 0, 8, 36
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game-company/index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 2, 4
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game-genre/game-genre-create.dto.ts", "TypeScript", 0, 0, 0, 26, 0, 0, 0, 6, 32
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game-genre/game-genre-update.dto.ts", "TypeScript", 0, 0, 0, 16, 0, 0, 0, 5, 21
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game-genre/index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 2, 4
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game-keyword/game-keyword-create.dto.ts", "TypeScript", 0, 0, 0, 26, 0, 0, 0, 6, 32
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game-keyword/game-keyword-update.dto.ts", "TypeScript", 0, 0, 0, 16, 0, 0, 0, 5, 21
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game-keyword/index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 2, 4
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game-platform/game-platform-create.dto.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 1, 9
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game-platform/game-platform-update.dto.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 3, 18
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game/game-create.dto.ts", "TypeScript", 0, 0, 0, 70, 0, 0, 0, 11, 81
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game/game-filters.dto.ts", "TypeScript", 0, 0, 0, 44, 0, 0, 0, 7, 51
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game/game-paginate.dto.ts", "TypeScript", 0, 0, 0, 25, 0, 0, 0, 6, 31
